Category,Chapter,Sentence No,Matched Keyword,Sentence,Score
Short Quote (10–25 words),10,1660,length_match,"If I quit my job today, I would be able to cover my monthly expenses with the cash flow from my assets.",1
Assets vs Liabilities,10,1660,assets,"If I quit my job today, I would be able to cover my monthly expenses with the cash flow from my assets.",3
Short Quote (10–25 words),10,1661,length_match,My next goal would be to have the excess cash flow from my assets reinvested into the asset column.,1
Assets vs Liabilities,10,1661,assets,My next goal would be to have the excess cash flow from my assets reinvested into the asset column.,3
Short Quote (10–25 words),10,1662,length_match,"The more money that goes into my asset column, the more my asset column grows.",1
Money Terms,10,1662,money,"The more money that goes into my asset column, the more my asset column grows.",2
Assets vs Liabilities,10,1662,asset,"The more money that goes into my asset column, the more my asset column grows.",3
Short Quote (10–25 words),10,1663,length_match,"The more 69 Chapter Two Lesson 2 my assets grow, the more my cash flow grows.",1
Assets vs Liabilities,10,1663,assets,"The more 69 Chapter Two Lesson 2 my assets grow, the more my cash flow grows.",3
Wealth Building,10,1663,grow,"The more 69 Chapter Two Lesson 2 my assets grow, the more my cash flow grows.",4
Money Terms,10,1664,income,"And as long as I keep my expenses less than the cash flow from these assets, I grow richer with more and more income from sources other than my physical labor.",2
Assets vs Liabilities,10,1664,assets,"And as long as I keep my expenses less than the cash flow from these assets, I grow richer with more and more income from sources other than my physical labor.",3
Wealth Building,10,1664,grow,"And as long as I keep my expenses less than the cash flow from these assets, I grow richer with more and more income from sources other than my physical labor.",4
Short Quote (10–25 words),10,1665,length_match,"As this reinvestment process continues, I am well on my way to becoming rich.",1
Investment Advice,10,1665,investment,"As this reinvestment process continues, I am well on my way to becoming rich.",3
Assets vs Liabilities,10,1666,assets,Just remember this simple observation  The rich buy assets.,3
Assets vs Liabilities,10,1668,liabilities,The middle class buy liabilities they think are assets.,3
Business & Education,10,1669,business,So how do I start minding my own business?,2
Short Quote (10–25 words),10,1671,length_match,Listen to the founder of McDonalds in the next chapter.,1
Short Quote (10–25 words),10,1672,length_match,70 Chapter Three LESSON 3 MIND YOUR OWN BUSINESS The rich focus on their asset columns while everyone else focuses on their income statements.,1
Money Terms,10,1672,income,70 Chapter Three LESSON 3 MIND YOUR OWN BUSINESS The rich focus on their asset columns while everyone else focuses on their income statements.,2
Assets vs Liabilities,10,1672,asset,70 Chapter Three LESSON 3 MIND YOUR OWN BUSINESS The rich focus on their asset columns while everyone else focuses on their income statements.,3
Business & Education,10,1672,BUSINESS,70 Chapter Three LESSON 3 MIND YOUR OWN BUSINESS The rich focus on their asset columns while everyone else focuses on their income statements.,2
Short Quote (10–25 words),10,1673,length_match,"In 1974, Ray Kroc, the founder of McDonalds, was asked to speak to the MBA class at the University of Texas at Austin.",1
Short Quote (10–25 words),10,1674,length_match,A friend of mine was a student in that MBA class.,1
Business & Education,10,1677,business,What business am I in?,2
Short Quote (10–25 words),10,1678,length_match,"Ray asked, once the group had all their beers in hand.",1
Short Quote (10–25 words),10,1680,length_match,Most of the MBA students thought Ray was just fooling around.,1
Short Quote (10–25 words),10,1681,length_match,"No one answered, so Ray asked again, What business do you think Im in?",1
Business & Education,10,1681,business,"No one answered, so Ray asked again, What business do you think Im in?",2
Short Quote (10–25 words),10,1682,length_match,"The students laughed again, and finally one brave soul yelled out, Ray, who in the world doesnt know that youre in the hamburger business?",1
Business & Education,10,1682,business,"The students laughed again, and finally one brave soul yelled out, Ray, who in the world doesnt know that youre in the hamburger business?",2
Short Quote (10–25 words),10,1685,length_match,"He paused and then quickly added, Ladies and gentlemen, Im not in the hamburger business.",1
Business & Education,10,1685,business,"He paused and then quickly added, Ladies and gentlemen, Im not in the hamburger business.",2
Business & Education,10,1686,business,My business is real estate.,2
Short Quote (10–25 words),10,1687,length_match,"71 Chapter Three Lesson 3 As my friend tells the story, Ray spent a good amount of time explaining his viewpoint.",1
Business & Education,10,1688,business,"In his business plan, Ray knew that the primary business focus was to sell hamburger franchises, but what he never lost sight of was the location of each franchise.",2
Short Quote (10–25 words),10,1689,length_match,He knew that the land and its location were the most significant factors in the success of each franchise.,1
Short Quote (10–25 words),10,1690,length_match,"Basically, the person who bought the franchise was also buying the real estate under the franchise for Ray Krocs organization.",1
Short Quote (10–25 words),10,1691,length_match,"Today, McDonalds is the largest single owner of real estate in the world, owning even more than the Catholic church.",1
Short Quote (10–25 words),10,1692,length_match,McDonalds owns some of the most valuable intersections and street corners in America and around the globe.,1
Short Quote (10–25 words),10,1693,length_match,My friend considers this as one of the most important lessons in his life.,1
Short Quote (10–25 words),10,1694,length_match,"Today he owns car washes, but his business is the real estate under those car washes.",1
Business & Education,10,1694,business,"Today he owns car washes, but his business is the real estate under those car washes.",2
Short Quote (10–25 words),10,1695,length_match,The previous chapter presented diagrams illustrating that most people work for everyone but themselves.,1
Short Quote (10–25 words),10,1696,length_match,"They work first for the owners of the company, then for the government through taxes, and finally for the bank that owns their mortgage.",1
Short Quote (10–25 words),10,1697,length_match,"When I was a young boy, we did not have a McDonalds nearby.",1
Short Quote (10–25 words),10,1698,length_match,Yet my rich dad was responsible for teaching Mike and me the same lesson that Ray Kroc talked about at the University of Texas.,1
